,GH2020.013.832,GH2020.014.832,GH2020.015.832,GH2020.016.832,GH2020.017.832,GH2020.018.832,GH2020.019.832,GH2020.020.832,GH2020.021.832,GH2020.022.832,GH2020.023.832,GH2020.024.832,GH2020.025.832,GH2020.026.832,GH2020.027.832,GH2020.028.832,GH2020.029.832
1933ac7e5faf6244d1cfacf7e2f962b0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
8db9e149f87e73a0f3244bc1d6a548b2,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0
50be1cc8e0a17ff2c871418fce496b49,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0
86ea9e167839493e3a6693ee860e9e6f,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
9a3448f8e321e17c10ac3b21ec325e39,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
8647a29076210fa07232f69849e6aa1f,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
409006fd388ce855971885b3a706d833,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
6502fcacc541cb84fa90daae75026392,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
f902de6098ca3570608e576b6658d8c5,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0
59ec246a162831f517ffcb0db19f14af,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
4cac15127ed34488cb0082b088205704,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
e2a35867731fb073463f823bb3f063d2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
697505aa8b446bbb14ec87697af83ba5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
6fa38aed426f27bcdd42ce582fd293c3,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0
f91201adfe8be6ff17177daa8bb13518,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
7e4cd7f8b39acde4326460b77f8e203f,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
053c09f43a8ca677723e10f2650f95aa,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0
4ad7d9bc50cb54458cb26233f147fb0c,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0474a04e496a887e5436eee26fafeda0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
f609698e16aa0ceed8b7241f2f630790,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0
070fc272903ae7ea02e3a26448029004,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0
9be6210261a8b6e9574a41d62754fc2e,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
82db7380eefaef98e650944e96daf7e9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
a6aa5760f22ebe35f241dabc7c80df92,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8eaa747c0358556560585b2bbaffe252,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0
0ea596fe64ce496e560a07b83801bf0a,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0
fb85be885f7b6939516a5811d48f8335,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
02f9203a0721d9f8e1449fc1dd126966,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
b9f154663a53f22cd5766279276ad03b,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
0cb2692fb62fbbf0d451727dce3ff98d,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
6c13e1ca4ca794eb2dc44429a68275ae,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
cff904a5584fa97ecb015aa9981c54bd,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0
a782aa30ba429a0fc4cdc70c300227f3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
f6029a0964083d893c88ff8ca1a1b877,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
8486668584650c491a5e6ffb7ada8c4f,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
671c9e63ec581a926647aa9e55b69ce9,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0
03d5bd5fdfb65e8a115b7eebc44ceac4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7246f2cff9c954449d6eb7534dda92ea,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
8a26efa88983056f2e12d8d4320f1be0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e0112473f91d74a9e0b36bda66d007e6,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0
ad21433cd7eaebda836af769c0c65962,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
0a714b58e2dff1c534b4be7a8550bec3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
787c52825ad06ecef6e6447dbb51185f,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0
a6f7afcf5a78ba17e54e9b0f807c0d3e,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
e108a9fe69993777a07aaddcfd9efcd3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
987869ff61a2f9aa291a016392a0b72d,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4521a3276e730b362d95db8e263e4b4a,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
16026e38499f6de9d0229898fd882fc5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
7a54707239b322fc71b3d0b8f4c6e655,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0
05d385f8260362e624138cae31e3f909,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51ae3f951d5da2eb1cb820d4e69f35a2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
8791e7a2c0c4d463fa2d938462ddaa47,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
26d7569ccfb7f20a444190c8f97ef606,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
bcd2a540066ab78c8a444e7534238c86,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
de8e378b218a00d3550acae409a8d118,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8035208e313915212b14d54b6e4b320e,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
03c351c76c14ec2e586f2d99fbd0bff3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
e8ba55147b9ad20fb841ceac97fd8259,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
1d145835e7f0188562322f4eefb02657,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
8a708778e5a5f5a6d79a3923406f7fca,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67d47b5fbce84d2de37cdb16a42cefc2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
f39fbafdbc6aba623f1e1a7dd409c7fd,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
5a715d5203f0606eea5fc74d02ff7d10,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
34b8c21c638b82229dd91028d5d5f28b,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
07f99fb784f40642f9713e217b9008d1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
71eb34b47beec451b818974d6da18bdd,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0
0202d02690b13876befe4cb198a29777,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
3accf19dc4cfadc96257705f766f44dc,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
347eadb9c31e728df4865beb3d73d74e,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
f2dbe887faa45c96eda7c9c8ae55c3b8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
7d5f671eabffd7d653d18e5598a30d17,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
7e22bbb5d5c48a262e695357791d4ed9,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
c1ee0c7bd2a5652c66779004eebac27c,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
aa8553ebd7e5dcc37bd9437e0cbe425e,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d41f6177db9a23f2c043d85c86823523,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90cd4ed839bc9a7b90f593d23ad175e8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
f5c1b0454aa31d567877d74dd786d3ba,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0
e906d71b828d6c2eaeb89ec0b71b8522,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
8d987e5b7ae8b6da38ce5a4c22121b3e,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194c1159c2f83a611f2fd4ff6e88d3d2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
a35b2549d34e0cf52f2ff3b76fa35cf8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
c6fb5263d12a241ac755cdf27df9f9a2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
da4e489e3b71d1b9b24db9ccb93371e9,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
0a55cf6879d916c50c1df617ff5a436a,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
45655760a4620854ce13238384240abe,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
396caae51c8f5b68846676103c3bb450,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
19f9f30d5492ed1f3f968da3d20389b1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
58fa394398365fc5b1b1c595c5f74a0a,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0
3c3861c581adf9b8a8cf01f20fdbaf2c,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0
418a2b59699a7eda352ca210814e0086,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
6743d86267388e74225887defac3e471,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b135fbde5a9c861d458a21258afbda94,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
c2c77b8e88e01012f801f28aa18bc08c,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0
68bcd8805e49c819041cec620e13805f,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
cd37e3b7102cf737f4e3715bfa2767b5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
09e941a637a7c8284e4e84853cf5b804,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
74757d3b4b6f7324b55d4873d1c2c43b,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51b17b26ba159cede861e432262f0e8c,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
b5da70304926e3dcc581fce312054d02,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1b03d86a9059ed4cc9dd84b659d785dc,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
93c9e1a5ad3c61e3b62277645edff0dc,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
3dfa8df2687d92ac8b25a5b1b107b1f0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f73a514dc412befd0f1e0a42e7e3e476,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
eec38684d93d85cbcb4767d988c263d6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
a22f45b8a52fe5eaabfaa608c9a99c23,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
bc4afe0a46c7f6403634997e40a1e7ff,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
6836b2caf6a0afb621e0c28629cdc889,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
3a254346bd1991847b7272974a518925,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
09b3ae637e15bbfc9f967f2628d0c1e5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
60b7dd5e56c47ea36bbaf6233022f67f,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
659604678972b48a218d5707eb070e10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
8f467a1986706d227431021c258caaf9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
9162a2a370b1432378e0b00b408d8200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
3dfd1941c2b01116a2f0c14d277b7312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
e390c9c0c3358a0d0b8f272821e949ea,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
79029fa983ec4eda60117a273a52cfc0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
adfd3db87ce80da9d36b211966adb791,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
1f58f5c15ca292b75ca63ce317b1b712,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1ee88facc918c8c716f8e55e61ec4376,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6e837d54e5346d9e165431ee0929aae0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
095dcca0a1cacb655451100eb59c8ef1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
f92b97926565d3534540356ddcb37cb2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
5e11e756775e843887cee96f3698bc82,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
a43104dcee2048ad98d8586967a4dbaa,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
26b36ce178d7077c96a62de9701f7c3a,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
d8fcbd135a0870e607b56512eef35bc4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
a32daa4936c79787dec61336516e0014,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
768d126c1ae3ff037bd3678cdcc0335e,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0
07892ea8d4444d9f9e5507213fc13d4f,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
45b1b0698d69b97c0f1a04216203ea14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10aa3fe0c9285b3a9bb386ecca984c5b,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
0090b6c69e484667f923767fe7babd21,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07d5b414e682831def7740ff3b0f4e05,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
79c9235ff041fe76f6dc89a18c5a222a,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0
67aa187e7915900cc6979df994fc867c,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8702cb67ad5c802363238c946f1792e2,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
c13d6c2cadba7bd98e1d6982c38cc2e2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
61b1eff5cdde863a62313a23a2163d9d,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
772ccec897aa13ca7458f659e3a6470c,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
f4dfcc1055f7e4e1ca4860e2363c3424,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
eed757da9e4cc61c013751ecb940155f,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6b9141106e764b5efbfa24fdb03b8b79,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ae608dccffcb0690c6625b4025e3e829,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
e7e0b9ffabbd2fdde7cd60b2f9ec13b0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
8086224289d38e07f3f591f75ee8d577,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
b5404235792bb1ca0d7a6f2fa0c7fa82,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59dcf7ec9c94e2bbc2cd71132baa2f2b,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
c9160dc1dad895f710f58c2cfbabbafd,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
fd1ee0b067e90f09846e374fa37cc262,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
68d4cd5cb30fe81b0ba79de79bb49fe3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
483e20e68bd99b5c15cd9bfc6c6e13dd,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
914bd69bb72956f1874dcd80eeacc103,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
bceddcb31e058b7d9397066a7ff405e6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
8f813280e8cc1c972cdf97b409fa6840,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
698d3fa0dde541f644e570eb403563f6,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0
f3357a0594408ba63d9ed4475a58cb5c,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
cb482446f0df366b3a9fcfed56fe2c2c,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
3b1097b7d667177f980eb5b947f1f7ad,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
198fe54f097928b335fbff8c1d6209d9,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
283b3d3e431441fb0c3c35eeb14b444e,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cdcc3afd3d944a689480601359e3c039,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7ef5c30a4b97417bc8bee8d2fd5e75fd,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aecdf2c7b0c2b04c34ef25bd047e4526,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
34cc7bfa46cf88cd6bc68800a7420c1a,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d75e413ed67d214101719309ae108092,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
46fb6c61bd3da2ee1f0f902e3c3ed855,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264dab11766c188cdbdb62a233fa738f,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
f6993beabadbc2d48cde2242c9c0ee72,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
7cc39c0c300f2294afb962e5a1f01b7f,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
26afc91fa6959793953f6ea36e75f865,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
532891f62eb8f52c690f9263c9fb80d3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
c6a1abf2288f0af3d37bf4015c4153c0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
7f1bb70a3860d2bb0d2f3ab92c6341a3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dfc6c41fc8f0213cef97dc49b1d21daa,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
a8fc0190242a0c08b4cab426bedd08e7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
268188c6e7bbc5bc6398f12c4405cdbd,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
c2d8e951da82b317976fd2e36a66211c,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
7492ebde5366de62c71626c385ee7284,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
f872c03e9e783fe938a03ae69d093916,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
647b46bc5fa0fadf81008c9a121c2dd2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
40a5c8768a1675dee967a388817bc1c7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
dd33e5ccad733c1fba09fc342341bd6b,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
761e2af683301b359aaae563e8eec4e0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a16ab965f2a8f07cc6ee10b718720789,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ee705bbea43c68a47a9c2ba41efa2067,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294c12d6881a2ed67aa1557cda9889ff,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
13611c820c87106ea4928bf94b887001,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
468dc5534c50832cd6741b32821615a8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
f64e8d958cdcb057a6580e60f7ac5a48,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
b940a737dc5f3d478513a8c79b1b97b9,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
efc0c2b2d4a54f3521fbf26ce1ea5744,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
05caaa47d22f303c86adf9c39cefcb09,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
28c27cab84f596d9b11f7465688fbca9,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
436019fbe881f0393e69a64d44865997,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
e3f12854c3e9aa1ccf25b5022316be45,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
f92f984472f5f047a89025572d777c1b,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
8faf6916875b4a3437a6a10881d85cbe,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
684006577d1f98f511a9178fa8d4d0e4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
5b2655bcc463027d74c3eac25ee2a1d0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
b2a2f91533cc65e9c0a116fcbaa6a0cb,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
85e3511357d5575587f8c8ad46c64d93,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
a9cdace376f468b22ea7bac7de7e029c,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
8e1161b45335e125da5a572c1b2cea64,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9582615945663e8fb805e031c9533ede,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2cf5ac9f1d703eb67cc4c542ed777514,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9d974aa1aac1ea7c3ef8462df2cfc09e,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
312462f6e0e039fc1886915e60053f38,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
68722be9be0b6a75fd08ab3fcced5247,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
957f2e1f0a943e3be69fa1bb63eaa153,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
e307c2c4e97c99077dff18a8c85de57b,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
4f6ed6c83f8924168830a34415d7c68b,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
90fbad6590399cf67234394f0a492f9e,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
