,GH2020.013.832,GH2020.014.832,GH2020.015.832,GH2020.016.832,GH2020.017.832,GH2020.018.832,GH2020.019.832,GH2020.020.832,GH2020.021.832,GH2020.022.832,GH2020.023.832,GH2020.024.832,GH2020.025.832,GH2020.026.832,GH2020.027.832,GH2020.028.832,GH2020.029.832
28878dc7f26fb8db776c59afbdef67c5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
f31d16db4d812212a62597650028a714,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
7248b9bd77f755f006d7e1d346397ad7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
fb39f72b3141bcfc07b8d7482808df61,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e58635da024cba851c640eb384bc8fad,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1c2b8892a0d7f828d72808cd01cfd199,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
9e6c74996690d3c5e03f3c1ab168a2b9,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
08e95f8aadda45f7fa04b997b0579b10,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
4560358eb7673f71ba33ac0591d4ccf1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
c6aeb184656553cd64600e29829574b6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
feda3b5a863c813509f2d4ef708536d3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d6fa1f6cc8d311c8bd7e662f8f427806,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f7265a7bcfa4c198b470eff433eae809,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
4c455f98d7d49aef24cad61ee04d41a8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
b889ed1ea272958cf0709e2f7a7db3ad,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
ba5fe55bad66634c698f78fe021af9d4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
a37e2ae258b843db9b0cc4c9a4fbdedd,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77528e8e3ba134308f68ec6e4c024f94,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
0f34910f37338a141d04e12b11a5c835,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
0518e21e2e362fd0ecbfe97e1971604d,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
adf8882d5fd60155f03f9a52e900d32d,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3174e71b68aa3f5a8c84598bc1d3823c,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
e9277980eb5c5f8dd783fd34cf9a8a8a,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3310934bd7b38e0764b8e6e13c68aee0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
ddaabd06670c314ac05b66698c9f59b9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f174710e39f2bc85585ff6abcca3bb8d,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
8d494b3443d4d1e32c7afe01207e80c0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
4c27295d3e3d702dd9f57cc2885805a3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5c95ce99561d835d2777253a7b2185c0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1b9290cd00a6e0c8583431454ea9b0c6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
732b608a5a32f5265c7f84a8e337f8c4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
e8b842bca34212429a49f5ae971c54d0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
f01b1545622876aa86b0825f80096283,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
059a253e2dfed34d9fb94079a168aed4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
e5581220fe173ceaa6334b3efea7f16a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
f7f333dfbd598070147f2d71044066bc,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
b4a92e1f0246230e7e39e7ba2eb97f81,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
3db4a28ce2bd5314c9412f12033dcb52,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
8035fff4b061bc999f13f68980efc883,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82111040033564e4025c866576f05fe4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
386ded3b082e270802555793ad86105e,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
c80129c549f593a79139fb39321b12dc,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
c00d760a011e958289d4874911fad7a3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
ed69b64a4b1814ef4240d4eb0bcd2886,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fb800d4d7cd0a8e0da07b414fcf21b8c,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4b8b9dd989858d1747939231855061c5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fa314002f8f87caf3cdee94dee224ec0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
5bd07ab71d11ec81695388a77bfbb4d3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5f0a05782df5f0cb188c3f0d33b3ee70,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
91e21bcbe4164a53c317c2de11acc757,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
17e46b9102726f578df73434a95ee6c5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
c646ade11a5124c0a97bd0d40898adf6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
29fb22bc2ce2d57aa5de17a3bb68f4fa,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35fbecdacfd96eef8d3ddb3d9fd571c1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
64af75de61ee5e2cd3a34505774f3c74,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0144a761721583bb4acc1af57044d8ae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
0f335dfcebc747ef4e51900fd20d5922,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
8ffe6e426a7fbb702c8f81a077c8b050,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
11194f310db186f457a89cc5c9c1c506,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e6b4c3ea7f9670927b4f676146a5e0b1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
48a7af65c55adc4dd66178efefb01ed9,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
074be7e43427d8ec744d1ec5af857122,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1e96dfb861b10ebc8c4a706ccd850e3e,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
ca3a23e08569cf875944dac81527e3c4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
d0216edbdb07ec2b2d8becf26467a165,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62f7ecf7d05f92813a3f21b862040dda,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
914645dec731f7174d373f9d82c80b02,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
838d86b47ef4ea038484750f60e8e8e8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
43d15eb64336969570d69613903d7c70,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
159c46b5dfab8e9a89aefef207e21aff,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
6a1366ce65d75fb099e6910eff73954c,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
4e37ecc602277e2bb06300ca364d4cd0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
94d133965042b347de449fb1f29aaf94,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
bc28ea6497753473b2064f41bc658601,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
80e2d4c4c3ca2ad8ce444838ec79be23,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
45b5eca5d29c0505e9976dfd76105cad,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
7723845e49f46ec8d7547defc6465467,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
d8620daa8f4e225a86a1daa88ca54ff5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
e16ac88e31b019ac03262754e3c94021,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
a7c7cef1b4d655f81476abab1ca0aceb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d27240df01f6d21aaf64f8f079dde6a8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e14059e8e6166afbd514f1ec1ddf85f9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
85deebbd9ed381210ba89fe1ebb4b707,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deed98f09fe532868f6e52a8be480327,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7d4ceaca6c4f897d2504d968844ed007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1b68945b496807a5a12b3c0eae9c5554,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
55dc163121c4a1d1b92937f8a4736020,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1f80b5b1878fc99729d0468fd582f2ce,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5ec07d5947dc2cb2651a37f634973cfd,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4bf57337c825c0d8c971c5bff4b5ecac,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
b83397c4705d2b88d5c1d00bd7179463,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3166a9ca05b5950776dffc690b09d7e3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0bda79b663ab6c7316a1a7a4c750251c,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
c2e56bc49907dceef6ba5ffadc46799b,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ed2eb6ac508f37ba647bf84a1fa95467,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dc6333ca9fbfa7b602ec11dfee6253ee,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
48be0ab419921a017a2f2bde22521591,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cabf34e9db3b4d2eeba9263a7267bdbe,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4c8ea5ee642f3de5312640336c575b6c,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9b14f77c903bb14f1c3e47d1bea7aaac,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
62b0b243d6b3b2b15948054bc600ff86,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
77245c9a02ccd7874ff544cc098a3eec,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
e2b7ab9a407ebdd0c121d5a5795a74d4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
851f2a9d09b2ae7117549b5d8c122327,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e679c60f5afb7af57e3c8ba73c821ffe,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
206e1c33da40dfdfaf2f1d4d91fd4e5b,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2ccacf5be5c2dafd961cdd44fbd4e312,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c6d7aff523921142e4bd43bb1d9518e7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67363c5d824db69117cb52a7df0db2ec,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
e007841bb000bd7f1c0884eebf2da7e8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
cdfcad1c21572a1b061f0dad77c88d96,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9ce1650826f6d0a90a3b90bb6b4dbacd,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
f0fad6a969f08e9eafe1fbd3f75174e4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
c091a1b0673d85664b2a74ed7d399674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
a7a3f61c927bd0b56a8fba1ef3e0e9c2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
a2d74214b3d344f4bc384f1993bf192b,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
373752118bfa5c3db00fbc43569c9716,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
31d7a4197e6d11af105227b562b7ecad,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
fed5c8da0c2f9695b64c2fcef196fceb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d2dbd72ea3fc1376a0168d5165f0b3cf,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
134ab19b2459d7d44f8b764348c3b1b9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2b69bcb53f66af02dbd8562aad64e620,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6d2033479b3f89b5ebf07b452ebdad8e,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7e1d7a9a22f31dedb63170c0a2d213f9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
548206eefe4c5ea97d875cbc555dae93,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
b342fad74a35262463a4e6d86ca6d03d,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c6b2fdcf5a57e4d7314dfa0ce2e1112d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
b1f301d2ff4eeb910865de4db512b6f5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
540d109fb11ccaa6e9eb9c5dffa48914,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b744eae1244325f606575483df0de67e,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b0d9d839b565b4ab45d429df3c116c7f,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
b21e555d627a50e8cdcbbb442ebdc17f,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0a40149a5fdc8cb5ad884cbfb51dd229,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2963ff19cfa60a18bddc86cf1329e675,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
dbf891b81810bae2731119f803bdd6e6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
bcba47620c299fd34809f143e3d26dff,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ed679c8b2225afeab7d2cbe5e4d9eb1e,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
f37d89376367b7b4564713fdda79135e,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
e09f97d9f9240a8db6364dea88fcd7cd,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
b9c745145a0ee3b3367b59d373d6f12c,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
809eaf1dcafd48f1f6f1c563bd5d9ffe,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7185fae8817a05b5eca080eb555db60a,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
c50d27667dc962fe80f742a078d88b03,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
04142f57128d576ffcc580fb0dd9c563,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
e6f711641e0bd8c6d4e65797f2f6e2ce,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
bf75f2ad2e3b2542f1f3548e78459815,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5fc31ac51d8a26f59b6c05a32e7d864f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
914611172f55db70e64ff02deacd4713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2bd1019de3a29d10c87892cb061dbf5c,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
d6122a0717877cf7fa6bac67db2742b8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
da64c3f2e4af6b449f4de888631f8668,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1a3231e8c3234d0aa74c16baee08c0fd,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
cf3d2fc8ee670732652d41032d037199,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
bca06675819d1a1fac77abb6b094591b,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14de28f0dfa0f396c4fa361d1d75a5bd,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d3ad2a9babf018d1e4055344ed340512,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6a3d1a0ee0607b53d0b603def045c452,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
e665ec34f01828d56f13cdba3171e487,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
423818fcf793e94ee06524d43cede263,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6c6209f5f79a7be45964b4d69599d1de,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ed6a72ed7be4f9b7dbd66690778a4954,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
010a3efe25cda58c31b6d13db3675881,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
f791e5818bef68986c15d276727301dc,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ce3e080723c09bdf9ae5cf385f212147,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
c5bad138de410e3fed48f35caafad40d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13a9bbe357274b376f7b0406950cf21d,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1a1ffd50f42d8407314902832bdc51c8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9f073298245aa1bdbe22b3405ff40c69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c0e401a9ec4d7d204d57b7f2724b6897,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
804bd7a11c07b916d958dff724eecd74,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2cd8bf31ffd02905fe6bb593a85ba73d,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9478594bdd83af022961e2d87e98bd32,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3ef8d27167c0860000c175f681bba956,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1cbb6d493860b38145f803f3f74b1b22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
685899ab474306d2bcf8f7ff67795e2b,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
bbe914cfcf51815d92e2d2b19834fa2d,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
eeeb5105372ea94b20dcc1236737d0f1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
b5e3f4134940ad7d4194f9be94bc6364,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
719eceddaea01c79258753f027b99f97,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8864f63e09488a696754e5c3b7c51d28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
66895f92b47e093c9dfb1ff6b21f5f50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ca019dc1f7991a3f2a30faf861bee144,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
585dc9bb2ee825e1ab283e4acd5d726d,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
96e36a1c36b77a91cb4e9fc44a3c3299,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
712a9f69ebfdb575a72523d6cdfc8e41,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12aba9e1c780da4c418f63a40e93d6cc,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2db27cf51f1f53bf7a82b43876b75ddc,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1cd4dd1bbaf7707c7499ecf32812e55d,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e29dfe57d2718467d97c650daf2f4ec8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420f630f2002f0fe6d9e99439d070ddb,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
e0b525e7f04868bbd1ba255958380603,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
a195101653d5ef37d9d1e88fc9b000d7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
931ac7709b0d74ba3440921b1c12cdce,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4ed2438f1258981619546a0c37b30ad7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bb065c1d5eb7a3d3a041a66477ffcb3a,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
621fe1385abeab35fbb5dd5731c2548a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5b1369feba3149fd5792b5e0a7fd47cc,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
d53fd85b77ebcb4df72e2cc2ea68a887,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
94799f612121057be680c3cc045a7c50,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9c253b045234173540111db036e207ba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
be87a8438f696ffff14b79d6ce7742a5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5df22111906aacf2f5b8cff0a73e8dbd,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6d00436d315d3d3d1796d82f7453ba1c,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8c3d0f6106ed06ac9c76608c6b826b7b,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7c9f454292d4c13da1c45f58c47098d0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
fc75f7dabe00d1a7a949f8af6ac261e0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7e8cd72754930304fd290598cf38df97,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7215c9fa53483e5a24edfcd5785cad9d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
720fb3169b81decf883ac4460daa438d,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6b3e01c1d5171bc9e7e2ca53367d1ba7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4536eac5cb6e4ec4095dcb1ad00283ae,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
facdd8358a7ac02f3f85963beacb5fdd,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0